enwiki	user	rename	2021-01-01 02:46:24.0		31638877	1997kB	1997kB			reviewer,rollbacker,extendedmover,accountcreator,abusefilter-helper,extendedconfirmed,patroller	abusefilter-helper,accountcreator,extendedconfirmed,extendedmover,patroller,reviewer,rollbacker			true	false	false	false	2017-08-02 15:45:54.0	2017-08-02 15:45:56.0	2017-08-02 16:29:37.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40837503	Mr. Deer	Mr. Deer							true	false	false	false	2020-12-22 20:18:59.0	2020-12-22 20:19:00.0	2020-12-27 23:53:13.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 02:51:49.0		31638877	1997kB	1997kB			reviewer,rollbacker,extendedmover,accountcreator,abusefilter-helper,extendedconfirmed,patroller	abusefilter-helper,accountcreator,extendedconfirmed,extendedmover,patroller,reviewer,rollbacker			true	false	false	false	2017-08-02 15:45:54.0	2017-08-02 15:45:56.0	2017-08-02 16:29:37.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	38926543	Douurunzhu	Douurunzhu							true	false	false	false	2020-04-04 10:26:14.0	2020-04-04 10:26:16.0	2020-04-04 10:30:32.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 02:53:07.0		31638877	1997kB	1997kB			reviewer,rollbacker,extendedmover,accountcreator,abusefilter-helper,extendedconfirmed,patroller	abusefilter-helper,accountcreator,extendedconfirmed,extendedmover,patroller,reviewer,rollbacker			true	false	false	false	2017-08-02 15:45:54.0	2017-08-02 15:45:56.0	2017-08-02 16:29:37.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	4482988	Tundra663	Tundra663							true	false	false	false	2007-05-25 01:41:55.0	2007-05-25 01:41:55.0	2020-12-31 18:35:39.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 02:57:35.0		31638877	1997kB	1997kB			reviewer,rollbacker,extendedmover,accountcreator,abusefilter-helper,extendedconfirmed,patroller	abusefilter-helper,accountcreator,extendedconfirmed,extendedmover,patroller,reviewer,rollbacker			true	false	false	false	2017-08-02 15:45:54.0	2017-08-02 15:45:56.0	2017-08-02 16:29:37.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	19774052	Ambiroz	Ambiroz							false	true	false	false	2013-09-22 13:05:11.0	2013-09-22 13:05:11.0	2013-11-16 13:52:26.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 03:27:48.0		33832283	CptViraj	CptViraj			reviewer,rollbacker,extendedmover,extendedconfirmed,filemover,patroller	extendedconfirmed,extendedmover,filemover,patroller,reviewer,rollbacker			true	false	false	false	2018-05-23 16:01:08.0	2018-05-23 16:01:10.0	2019-04-25 10:06:41.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887007	Mmangoss	Mmangoss							true	false	false	false	2020-12-31 21:16:50.0	2020-12-31 21:16:52.0	2020-12-31 21:44:04.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 03:28:09.0		1025532	Deepfriedokra	Deepfriedokra			sysop,accountcreator	accountcreator,sysop			true	false	false	false	2006-03-03 22:15:33.0	2006-03-03 22:15:33.0	2006-03-03 22:17:36.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887721	Superfish182	Superfish182							true	false	false	false	2021-01-01 01:25:11.0	2021-01-01 01:25:13.0	2021-01-01 01:29:49.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:09:48.0		11192590	Ontzak	Ontzak							false	true	false	false	2009-12-09 02:29:24.0	2009-12-09 02:29:24.0	2010-03-13 08:55:41.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40815520	Donnierko	Donnierko							false	true	false	false	2020-12-19 00:43:12.0	2020-12-19 00:43:12.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:12:06.0		11192590	Ontzak	Ontzak							false	true	false	false	2009-12-09 02:29:24.0	2009-12-09 02:29:24.0	2010-03-13 08:55:41.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	24882826	Nordschleife 00	Nordschleife 00			extendedconfirmed	extendedconfirmed			false	true	false	false	2015-04-22 00:59:47.0	2015-04-22 00:59:47.0	2017-06-06 16:51:26.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:13:38.0		11192590	Ontzak	Ontzak							false	true	false	false	2009-12-09 02:29:24.0	2009-12-09 02:29:24.0	2010-03-13 08:55:41.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	39188290	Jhvk9b8kmjg	Jhvk9b8kmjg							false	true	false	false	2020-05-04 16:00:47.0	2020-05-04 16:00:47.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:14:08.0		11192590	Ontzak	Ontzak							false	true	false	false	2009-12-09 02:29:24.0	2009-12-09 02:29:24.0	2010-03-13 08:55:41.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40663837	Rozbeh.aria	Rozbeh.aria							false	true	false	false	2020-11-27 21:10:48.0	2020-11-27 21:10:48.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:14:49.0		11192590	Ontzak	Ontzak							false	true	false	false	2009-12-09 02:29:24.0	2009-12-09 02:29:24.0	2010-03-13 08:55:41.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	35748878	Root88ysk	Root88ysk							false	true	false	false	2019-01-31 17:39:40.0	2019-01-31 17:39:40.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:15:31.0		11192590	Ontzak	Ontzak							false	true	false	false	2009-12-09 02:29:24.0	2009-12-09 02:29:24.0	2010-03-13 08:55:41.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40845409	Vanished user Anonymous 1368	Vanished user Anonymous 1368							false	true	false	false	2020-12-24 07:55:35.0	2020-12-24 07:55:35.0	2020-12-24 11:01:46.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:16:20.0		11192590	Ontzak	Ontzak							false	true	false	false	2009-12-09 02:29:24.0	2009-12-09 02:29:24.0	2010-03-13 08:55:41.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	38922137	Wekopedist	Wekopedist							false	true	false	false	2020-04-03 18:34:22.0	2020-04-03 18:34:22.0	2020-04-17 15:29:14.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:19:21.0		12338485	Superpes15	Superpes15							false	true	false	false	2010-05-11 12:51:12.0	2010-05-11 12:51:12.0	2017-02-18 21:55:34.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40077578	Ján Vitko	Ján Vitko							false	true	false	false	2020-09-02 15:50:52.0	2020-09-02 15:50:53.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:29:38.0		7447705	Itti	Itti							false	true	false	false	2008-07-09 12:23:19.0	2008-07-09 12:23:19.0	2007-02-02 22:59:00.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	31461631	Hohenzollernsche Lande	Hohenzollernsche Lande							false	true	false	false	2017-07-06 17:58:39.0	2017-07-06 17:58:40.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 11:29:59.0		7447705	Itti	Itti							false	true	false	false	2008-07-09 12:23:19.0	2008-07-09 12:23:19.0	2007-02-02 22:59:00.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40889217	Markus Freeze	Markus Freeze							false	true	false	false	2021-01-01 10:34:17.0	2021-01-01 10:34:17.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 14:15:39.0		6561336	Cabayi	Cabayi			sysop	sysop			true	false	false	false	2008-02-29 15:52:25.0	2008-02-29 15:52:25.0	2008-02-29 16:01:20.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	37738982	Dfsibun	Dfsibun							true	false	false	false	2019-11-03 06:41:30.0	2019-11-03 06:41:31.0	2020-04-19 14:28:24.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 14:17:20.0		6561336	Cabayi	Cabayi			sysop	sysop			true	false	false	false	2008-02-29 15:52:25.0	2008-02-29 15:52:25.0	2008-02-29 16:01:20.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	19079784	Lady01v	Lady01v							false	true	false	false	2013-05-26 11:34:43.0	2013-05-26 11:34:44.0	2013-06-12 11:39:30.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	rename	2021-01-01 14:36:23.0		33832283	CptViraj	CptViraj			reviewer,rollbacker,extendedmover,extendedconfirmed,filemover,patroller	extendedconfirmed,extendedmover,filemover,patroller,reviewer,rollbacker			true	false	false	false	2018-05-23 16:01:08.0	2018-05-23 16:01:10.0	2019-04-25 10:06:41.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40890026	Lana Tannir	Lana Tannir							true	false	false	false	2021-01-01 14:15:08.0	2021-01-01 14:15:10.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
