enwiki	user	alterblocks	2021-01-01 00:00:08.0		16759563	ToBeFree	ToBeFree			sysop	abusefilter,sysop			false	false	false	false	2012-05-03 18:35:39.0	2012-04-18 13:25:43.0	2012-05-03 18:36:55.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	33209373	BreakingMuse	BreakingMuse							false	true	false	false	2018-03-02 10:53:14.0	2018-03-02 10:53:14.0	2020-10-20 13:16:57.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	alterblocks	2021-01-01 00:04:47.0		3516226	Maxim	Maxim			abusefilter,sysop,bureaucrat	abusefilter,bureaucrat,checkuser,oversight,sysop			true	false	false	false	2007-02-10 15:07:50.0	2007-02-10 15:07:50.0	2007-02-10 15:11:09.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	33656264	Luxofluxo	Luxofluxo			extendedconfirmed	extendedconfirmed			true	false	false	false	2018-05-01 00:46:02.0	2018-05-01 00:46:03.0	2018-05-01 01:51:56.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	alterblocks	2021-01-01 00:25:56.0		55327	Alexf	Alexf			sysop	sysop			false	false	false	false	2004-03-27 13:53:28.0		2004-03-27 13:53:28.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40832402	Kensuro7	Kensuro7	nocreate	nocreate					true	false	false	false	2020-12-21 23:32:52.0	2020-12-21 23:32:54.0	2020-12-21 23:38:10.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	alterblocks	2021-01-01 01:43:02.0		\N									\N	\N	\N	\N				\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	34058148	Juan Miguel U. Palero	Juan Miguel U. Palero			extendedconfirmed	extendedconfirmed			true	false	false	false	2018-06-24 02:02:35.0	2018-06-24 02:02:36.0	2018-06-24 08:50:08.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	alterblocks	2021-01-01 02:36:19.0		10440891	Callanecc	Callanecc			abusefilter,checkuser,oversight,sysop	abusefilter,checkuser,sysop			true	false	false	false	2009-08-30 05:17:05.0	2009-08-30 05:17:07.0	2009-08-30 05:21:56.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40832402	Kensuro7	Kensuro7	nocreate	nocreate					true	false	false	false	2020-12-21 23:32:52.0	2020-12-21 23:32:54.0	2020-12-21 23:38:10.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	alterblocks	2021-01-01 03:28:36.0		3742946	NinjaRobotPirate	NinjaRobotPirate			checkuser,sysop	checkuser,sysop			true	false	false	false	2007-03-05 03:51:03.0	2007-03-05 03:51:03.0	2007-03-05 03:59:03.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	37668815	2019AlwaysLit	2019AlwaysLit	nocreate	nocreate	extendedconfirmed	extendedconfirmed			true	false	false	false	2019-10-24 15:06:29.0	2019-10-24 15:06:31.0	2019-10-24 15:13:00.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	alterblocks	2021-01-01 05:43:42.0		8515513	Sergecross73	Sergecross73			sysop	sysop			true	false	false	false	2008-12-12 16:21:32.0	2008-12-12 16:21:34.0	2008-12-12 16:23:33.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40343786	Pandemic19	Pandemic19	nocreate	nocreate					true	false	false	false	2020-10-11 18:25:21.0	2020-10-11 18:25:22.0	2020-10-11 18:33:15.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	alterblocks	2021-01-01 05:59:37.0		30974676	Chetsford	Chetsford			sysop	sysop			true	false	false	false	2017-04-30 22:09:02.0	2017-04-30 22:09:04.0	2017-04-30 22:09:34.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	39213428	WatanWatan2020	WatanWatan2020							true	false	false	false	2020-05-07 11:47:05.0	2020-05-07 11:47:07.0	2020-05-07 11:55:23.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	alterblocks	2021-01-01 07:53:12.0		1304678	Doug Weller	Doug Weller			reviewer,checkuser,abusefilter,oversight,sysop	abusefilter,checkuser,oversight,reviewer,sysop			false	false	false	false	2006-04-23 09:47:14.0		2006-04-23 09:50:24.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40817273	Tognella99	Tognella99	nocreate						true	false	false	false	2020-12-19 10:03:19.0	2020-12-19 10:03:20.0	2020-12-23 12:42:54.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	alterblocks	2021-01-01 08:28:40.0		\N									\N	\N	\N	\N				\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	855791	Michaelbriguglio	Michaelbriguglio							true	false	false	false	2006-01-29 23:06:16.0	2006-01-29 23:06:16.0	2009-11-08 14:44:08.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
