enwiki	user	alterblocks	2021-01-01 00:00:08.0		16759563	ToBeFree	ToBeFree			sysop	abusefilter,sysop			false	false	false	false	2012-05-03 18:35:39.0	2012-04-18 13:25:43.0	2012-05-03 18:36:55.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	33209373	BreakingMuse	BreakingMuse							false	true	false	false	2018-03-02 10:53:14.0	2018-03-02 10:53:14.0	2020-10-20 13:16:57.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	create	2021-01-01 00:00:15.0		40887506	Ginervra737max8	Ginervra737max8							true	false	false	false	2021-01-01 00:00:15.0	2021-01-01 00:00:17.0	2021-01-01 00:02:57.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887506	Ginervra737max8	Ginervra737max8							true	false	false	false	2021-01-01 00:00:15.0	2021-01-01 00:00:17.0	2021-01-01 00:02:57.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	create	2021-01-01 00:00:15.0		40887507	Heremejoe	Heremejoe							true	false	false	false	2021-01-01 00:00:15.0	2021-01-01 00:00:18.0		\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887507	Heremejoe	Heremejoe							true	false	false	false	2021-01-01 00:00:15.0	2021-01-01 00:00:18.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	create	2021-01-01 00:00:29.0		40887501	Dominos Pizza Rojava	Dominos Pizza Rojava							true	false	false	false	2020-12-31 23:58:53.0	2020-12-31 23:58:54.0		\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887508	Le Dominos Pizza Rojava	Le Dominos Pizza Rojava							false	false	true	false	2021-01-01 00:00:29.0	2021-01-01 00:00:31.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	create	2021-01-01 00:00:42.0		40887509	Yukimur2000	Yukimur2000							false	true	false	false	2021-01-01 00:00:42.0	2021-01-01 00:00:42.0		\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887509	Yukimur2000	Yukimur2000							false	true	false	false	2021-01-01 00:00:42.0	2021-01-01 00:00:42.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	create	2021-01-01 00:03:03.0		40887511	Virgil0901	Virgil0901							true	false	false	false	2021-01-01 00:03:03.0	2021-01-01 00:03:05.0	2021-01-01 00:03:50.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887511	Virgil0901	Virgil0901							true	false	false	false	2021-01-01 00:03:03.0	2021-01-01 00:03:05.0	2021-01-01 00:03:50.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	create	2021-01-01 00:03:04.0		40887510	哈哈先生	哈哈先生							false	true	false	false	2021-01-01 00:03:04.0	2021-01-01 00:03:05.0		\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887510	哈哈先生	哈哈先生							false	true	false	false	2021-01-01 00:03:04.0	2021-01-01 00:03:05.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	create	2021-01-01 00:03:16.0		40887512	Trollus93	Trollus93							false	true	false	false	2021-01-01 00:03:16.0	2021-01-01 00:03:16.0		\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887512	Trollus93	Trollus93							false	true	false	false	2021-01-01 00:03:16.0	2021-01-01 00:03:16.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	create	2021-01-01 00:03:43.0		40887513	Mac84tv	Mac84tv							true	false	false	false	2021-01-01 00:03:43.0	2021-01-01 00:03:46.0		\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887513	Mac84tv	Mac84tv							true	false	false	false	2021-01-01 00:03:43.0	2021-01-01 00:03:46.0		\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
enwiki	user	create	2021-01-01 00:03:57.0		40887514	Uniqueredhat	Uniqueredhat							true	false	false	false	2021-01-01 00:03:57.0	2021-01-01 00:03:59.0	2021-01-01 00:05:28.0	\N	\N	\N			\N	\N	\N	\N	\N	\N			\N	\N	40887514	Uniqueredhat	Uniqueredhat							true	false	false	false	2021-01-01 00:03:57.0	2021-01-01 00:03:59.0	2021-01-01 00:05:28.0	\N	\N	\N		\N	\N	\N				\N	\N	\N	\N	\N	\N	\N	\N
