997613154	303	\N	1	1	0
997622583	339	\N	1	1	0
997622936	339	\N	1	1	0
997531909	573	\N	1	1	0
997620195	666	\N	1	1	0
997594050	1214	\N	1	1	0
997594266	1307	\N	1	1	0
997544309	2053	\N	1	1	0
997548382	2053	\N	1	1	0
997561447	2053	\N	1	1	0
997566264	2053	\N	1	1	0
997576111	2053	\N	1	1	0
997576400	2053	\N	1	1	0
997642002	2053	\N	1	1	0
997550455	2084	\N	1	1	0
997591861	2303	\N	1	1	0
997591873	2681	\N	1	1	0
997601655	2983	\N	1	1	0
997546146	3118	\N	1	1	0
997546319	3118	\N	1	1	0
997631857	3396	\N	1	1	0
997533136	3665	\N	1	1	0
997597147	4498	\N	1	1	0
997563640	5646	\N	1	1	0
997533656	5662	\N	1	1	0
997533747	5664	\N	1	1	0
997642133	5826	\N	1	1	0
997599225	5866	\N	1	1	0
997576364	5907	\N	1	1	0
997583020	5916	\N	1	1	0
997565098	5946	\N	1	1	0
997582886	6059	\N	1	1	0
997552056	6062	\N	1	1	0
997559042	6062	\N	1	1	0
997559526	6062	\N	1	1	0
997530755	6176	\N	1	1	0
997548267	6459	\N	1	1	0
997584230	6599	\N	1	1	0
997598386	6753	\N	1	1	0
997640214	6813	\N	1	1	0
997643785	6964	\N	1	1	0
997646102	6964	\N	1	1	0
997557349	6966	\N	1	1	0
997594260	6966	\N	1	1	0
997544748	7548	\N	1	1	0
997618583	7959	\N	1	1	0
997541092	8122	\N	1	1	0
997639169	8419	\N	1	1	0
997639289	8419	\N	1	1	0
997639432	8419	\N	1	1	0
997603398	8506	\N	1	1	0
997591031	8567	\N	1	1	0
997531850	9310	\N	1	1	0
997572434	9476	\N	1	1	0
997572601	9476	\N	1	1	0
997559626	9806	\N	1	1	0
997623226	10076	\N	1	1	0
997568053	10139	\N	1	1	0
997617536	10402	\N	1	1	0
997643095	10402	\N	1	1	0
997604753	10406	\N	1	1	0
997576927	10854	\N	1	1	0
997577116	10854	\N	1	1	0
997645873	10871	\N	1	1	0
997632841	10879	\N	1	1	0
997540215	10916	\N	1	1	0
997638632	11169	\N	1	1	0
997638742	11169	\N	1	1	0
997618082	11513	\N	1	1	0
997639784	11523	\N	1	1	0
997558963	11685	\N	1	1	0
997559296	11685	\N	1	1	0
997564404	11974	\N	1	1	0
997594676	12126	\N	1	1	0
997540780	12309	\N	1	1	0
997543707	12686	\N	1	1	0
997538173	12792	\N	1	1	0
997625453	12794	\N	1	1	0
997591614	13095	\N	1	1	0
997633901	13137	\N	1	1	0
997633991	13137	\N	1	1	0
997634081	13137	\N	1	1	0
997598810	13207	\N	1	1	0
997642676	13274	\N	1	1	0
997643431	13535	\N	1	1	0
997571413	13743	\N	1	1	0
997582787	13991	\N	1	1	0
997605212	14072	\N	1	1	0
997634175	14133	\N	1	1	0
997604018	14375	\N	1	1	0
997604209	14375	\N	1	1	0
997604374	14375	\N	1	1	0
997631342	14554	\N	1	1	0
997608535	14773	\N	1	1	0
997539738	14810	\N	1	1	0
997595627	15068	\N	1	1	0
997595773	15068	\N	1	1	0
997596136	15068	\N	1	1	0
997602629	15600	\N	1	1	0
997551103	15642	\N	1	1	0
997556915	15642	\N	1	1	0
997601771	15693	\N	1	1	0
997643214	15799	\N	1	1	0
997560340	15827	\N	1	1	0
997621805	15993	\N	1	1	0
997582592	16091	\N	1	1	0
997582895	16091	\N	1	1	0
997543961	16300	\N	1	1	0
997603943	16366	\N	1	1	0
997536788	16535	\N	1	1	0
997632478	16544	\N	1	1	0
997583871	16635	\N	1	1	0
997630618	16655	\N	1	1	0
997582968	16674	\N	1	1	0
997599333	16767	\N	1	1	0
997599334	17103	\N	1	1	0
997607802	17168	\N	1	1	0
997588187	17730	\N	1	1	0
997608694	18190	\N	1	1	0
997577345	18423	\N	1	1	0
997594135	18642	\N	1	1	0
997605373	18738	\N	1	1	0
997635919	18761	\N	1	1	0
997620461	19351	\N	1	1	0
997594185	19901	\N	1	1	0
997613433	19951	\N	1	1	0
997565613	19989	\N	1	1	0
997576316	20152	\N	1	1	0
997576448	20152	\N	1	1	0
997646082	20152	\N	1	1	0
997550858	20377	\N	1	1	0
997551158	20377	\N	1	1	0
997552591	20396	\N	1	1	0
997616156	20860	\N	1	1	0
997616254	20860	\N	1	1	0
997593236	20882	\N	1	1	0
997576413	20947	\N	1	1	0
997646053	20947	\N	1	1	0
997529991	20994	\N	1	1	0
997542604	21353	\N	1	1	0
997595633	21504	\N	1	1	0
997531421	21667	\N	1	1	0
997618994	21704	\N	1	1	0
997639068	22437	\N	1	1	0
997582435	22479	\N	1	1	0
997536608	22807	\N	1	1	0
997584743	23195	\N	1	1	0
997610474	23287	\N	1	1	0
997559853	23299	\N	1	1	0
997589609	23299	\N	1	1	0
997549356	23340	\N	1	1	0
997567476	23365	\N	1	1	0
997548208	23445	\N	1	1	0
997581607	23660	\N	1	1	0
997628704	23660	\N	1	1	0
997603507	23757	\N	1	1	0
997584269	23840	\N	1	1	0
997584395	23840	\N	1	1	0
997584624	23840	\N	1	1	0
997585437	23840	\N	1	1	0
997585536	23840	\N	1	1	0
997585589	23840	\N	1	1	0
997576081	24115	\N	1	1	0
997637229	24239	\N	1	1	0
997570198	24921	\N	1	1	0
997571619	24921	\N	1	1	0
997530395	25169	\N	1	1	0
997530528	25169	\N	1	1	0
997558071	25274	\N	1	1	0
997574358	25293	\N	1	1	0
997618338	25401	\N	1	1	0
997548697	25703	\N	1	1	0
997620881	25735	\N	1	1	0
997604832	25806	\N	1	1	0
997605705	26152	\N	1	1	0
997540676	26386	\N	1	1	0
997536657	26428	\N	1	1	0
997601818	26484	\N	1	1	0
997539009	26861	\N	1	1	0
997583006	26992	\N	1	1	0
997584956	27057	\N	1	1	0
997585293	27057	\N	1	1	0
997636097	27358	\N	1	1	0
997617407	27651	\N	1	1	0
997560059	27655	\N	1	1	0
997560272	27655	\N	1	1	0
997590384	27698	\N	1	1	0
997626974	28170	\N	1	1	0
997633499	28422	\N	1	1	0
997573054	28945	\N	1	1	0
997576034	28945	\N	1	1	0
997576212	28945	\N	1	1	0
997567938	29089	\N	1	1	0
997580392	29137	\N	1	1	0
997598660	29150	\N	1	1	0
997615488	29376	\N	1	1	0
997550797	29402	\N	1	1	0
997620976	29598	\N	1	1	0
997538309	29945	\N	1	1	0
997549506	30518	\N	1	1	0
997562226	30770	\N	1	1	0
997594115	30785	\N	1	1	0
