NBA_All-Rookie_Team	34805	1.0	1.0
List_of_Once_Upon_a_Time_episodes	30413	1.0	1.0
List_of_video_games_featuring_Mario	29867	1.0	1.0
King_Kong_by_Starship	29779	1.0	1.0
2003_NFL_Draft	29281	1.0	1.0
Chelsea_Fox	29280	1.0	1.0
Priyadarshan_filmography	28369	1.0	1.0
1832_United_States_presidential_election	27572	1.0	1.0
The_Price_Is_Right_models	27417	1.0	1.0
Eadred	26883	1.0	1.0
The_Mighty_Ducks_(film)	26740	1.0	1.0
2017_Formula_2_Championship	26356	1.0	1.0
Eadwig	26160	1.0	1.0
D2:_The_Mighty_Ducks	26068	1.0	1.0
List_of_Star_Trek:_Enterprise_episodes	26057	1.0	1.0
2018_United_States_gubernatorial_elections	25923	1.0	1.0
Denville_Hall	24898	1.0	1.0
2006_United_States_Senate_elections	24873	1.0	1.0
Dennis_Crosby	24367	1.0	1.0
Gangs_of_Wasseypur	23812	1.0	1.0
Harold_Harefoot	23597	1.0	1.0
Robert_Rodriguez_filmography	23147	1.0	1.0
Shark_Tank_(Australian_TV_series)	23092	1.0	1.0
Refund_Sisters	23067	1.0	1.0
The_Longest_Yard_(1974_film)	22773	1.0	1.0
Melbourne_Victory_FC	22668	1.0	1.0
1966_FIFA_World_Cup_squads	22546	1.0	1.0
1812_United_States_presidential_election	22492	1.0	1.0
1808_United_States_presidential_election	22490	1.0	1.0
List_of_United_States_military_helicopters	22472	1.0	1.0
Complex_(psychology)	22267	1.0	1.0
Robin_Janvrin,_Baron_Janvrin	21976	1.0	1.0
Carry_On_Doctor	21665	1.0	1.0
Legion_of_Boom_(Seattle_Seahawks)	21373	1.0	1.0
List_of_military_aircraft_of_the_Soviet_Union_and_the_CIS	21361	1.0	1.0
UFC_on_ESPN:_Santos_vs._Teixeira	21349	1.0	1.0
Gojong_of_Korea	21328	1.0	1.0
Jayaram_filmography	21278	1.0	1.0
Seth_Costello	20953	1.0	1.0
Tomm_Moore	20786	1.0	1.0
2008_United_States_House_of_Representatives_elections	20736	1.0	1.0
List_of_New_Girl_episodes	20730	1.0	1.0
1999_Formula_One_World_Championship	20717	1.0	1.0
Mysskin	20661	1.0	1.0
1997_Formula_One_World_Championship	20393	1.0	1.0
The_Office_(American_season_8)	20378	1.0	1.0
List_of_PlayStation_2_games_(L–Z)	20336	1.0	1.0
UFC_Fight_Night:_Hall_vs._Silva	20290	1.0	1.0
List_of_programs_broadcast_by_Jetix	20057	1.0	1.0
United_States_Disciplinary_Barracks	19490	1.0	1.0
Studio_Dragon	19375	1.0	1.0
Two_Pints_of_Lager_and_a_Packet_of_Crisps	19142	1.0	1.0
Roswell_(TV_series)	19032	1.0	1.0
2004_United_States_Senate_elections	18909	1.0	1.0
List_of_yokozuna	18731	1.0	1.0
Snooker_world_rankings_2019/2020	18727	1.0	1.0
List_of_King_of_Mask_Singer_episodes	18697	1.0	1.0
Diana_Mitford	18561	1.0	1.0
List_of_daggers	18389	1.0	1.0
1996_NFL_Draft	18238	1.0	1.0
Otho	18098	1.0	1.0
Empty_Nest	18076	1.0	1.0
Teachers_(British_TV_series)	18057	1.0	1.0
Nativity_(film_series)	17991	1.0	1.0
Rudolf,_Crown_Prince_of_Austria	17978	1.0	1.0
List_of_Digimon_video_games	17976	1.0	1.0
1998_Formula_One_World_Championship	17974	1.0	1.0
S.E.S._(group)	17901	1.0	1.0
Louis,_Dauphin_of_France_(son_of_Louis_XIV)	17890	1.0	1.0
List_of_Running_Man_episodes_(2011)	17863	1.0	1.0
Æthelberht,_King_of_Wessex	17814	1.0	1.0
Nandamuri_Kalyan_Ram	17735	1.0	1.0
Murad_I	17633	1.0	1.0
2016_United_States_presidential_election_in_Minnesota	17612	1.0	1.0
Princess_Theodora_of_Greece_and_Denmark_(1906–1969)	17587	1.0	1.0
Chicago_discography	17584	1.0	1.0
2000_United_States_Senate_elections	17580	1.0	1.0
Survivor:_Millennials_vs._Gen_X	17537	1.0	1.0
1992_Formula_One_World_Championship	17527	1.0	1.0
Please_Sir!_(film)	17478	1.0	1.0
Steven_Soderbergh_filmography	17476	1.0	1.0
List_of_National_Basketball_Association_head_coaches	17371	1.0	1.0
List_of_Angel_episodes	17360	1.0	1.0
Arun_Kumar_Ahuja	17252	1.0	1.0
1997_NFL_Draft	17224	1.0	1.0
Lists_of_people_executed_in_the_United_States	17198	1.0	1.0
Heroes_of_Might_and_Magic	17162	1.0	1.0
Peter_II_of_Russia	17145	1.0	1.0
Music_Bank_(TV_series)	17053	1.0	1.0
Select_Group	16931	1.0	1.0
The_Sisterhood_of_the_Traveling_Pants_(film)	16924	1.0	1.0
DOA:_Dead_or_Alive	16894	1.0	1.0
The_Office_(American_season_7)	16870	1.0	1.0
Racing_Point_Force_India	16806	1.0	1.0
List_of_human_Sesame_Street_characters	16776	1.0	1.0
84th_Academy_Awards	16739	1.0	1.0
February_1974_United_Kingdom_general_election	16711	1.0	1.0
2014_United_States_Senate_election_in_Georgia	16670	1.0	1.0
1991_Formula_One_World_Championship	16568	1.0	1.0
The_Glee_Project	16516	1.0	1.0
List_of_graphic_adventure_games	16487	1.0	1.0
FC_Barcelona_Bàsquet	16458	1.0	1.0
S._J._Suryah	16453	1.0	1.0
ZE:A	16404	1.0	1.0
Center_Stage_(2000_film)	16395	1.0	1.0
1996_Formula_One_World_Championship	16384	1.0	1.0
1995_Formula_One_World_Championship	16334	1.0	1.0
List_of_social_movements	16324	1.0	1.0
Robert_Evans	16286	1.0	1.0
List_of_American_spies	16254	1.0	1.0
Arthur_Rankin_Jr.	16200	1.0	1.0
Louis_Garrel	16136	1.0	1.0
Francis,_Duke_of_Saxe-Coburg-Saalfeld	16113	1.0	1.0
Anna_of_Russia	16102	1.0	1.0
Oscar_II	16072	1.0	1.0
Lords_of_Dogtown	16057	1.0	1.0
List_of_battles_and_other_violent_events_by_death_toll	16000	1.0	1.0
2012_United_States_presidential_election_in_Georgia	15995	1.0	1.0
1964_United_Kingdom_general_election	15839	1.0	1.0
List_of_Desperate_Housewives_episodes	15820	1.0	1.0
