Eagles_(band)	Hotel_California_(Eagles_album)	4435	1.0	1.0
Hotel_California_(Eagles_album)	Hotel_California	2375	1.0	1.0
Hotel_California	Hotel_California_(Eagles_album)	2371	1.0	1.0
Their_Greatest_Hits_(1971–1975)	Hotel_California_(Eagles_album)	2244	1.0	1.0
Hotel_California_(Eagles_album)	The_Long_Run_(album)	2104	1.0	1.0
Eagles_discography	Hotel_California_(Eagles_album)	1531	1.0	1.0
Hotel_California	Don_Felder	1511	1.0	1.0
Hotel_California	Eagles_(band)	1404	1.0	1.0
Hotel_California	Don_Henley	1370	1.0	1.0
Eagles_(band)	Hotel_California	1147	1.0	1.0
Hotel_California	Glenn_Frey	969	1.0	1.0
Hotel_California_(Eagles_album)	Their_Greatest_Hits_(1971–1975)	907	1.0	1.0
Hotel_California_(Eagles_album)	Eagles_(band)	900	1.0	1.0
Don_Henley	Hotel_California	697	1.0	1.0
Hotel_California	Joe_Walsh	657	1.0	1.0
The_Long_Run_(album)	Hotel_California_(Eagles_album)	644	1.0	1.0
Joe_Walsh	Hotel_California_(Eagles_album)	579	1.0	1.0
Tyga	Hotel_California_(Tyga_album)	505	1.0	1.0
Hotel_California_(Eagles_album)	The_Beverly_Hills_Hotel	494	1.0	1.0
Hotel_California_(Eagles_album)	New_Kid_in_Town	479	1.0	1.0
Hotel_California_(Eagles_album)	Life_in_the_Fast_Lane	466	1.0	1.0
Hotel_California_(Eagles_album)	Randy_Meisner	454	1.0	1.0
Arlington_Hotel_(Santa_Barbara,_California)	Arlington_Theatre	445	1.0	1.0
Hotel_California	Loree_Rodkin	429	1.0	1.0
Hotel_California_(Eagles_album)	The_Last_Resort_(Eagles_song)	420	1.0	1.0
Hotel_California_(Eagles_album)	Joe_Walsh	393	1.0	1.0
Hotel_California_(Eagles_album)	Don_Felder	354	1.0	1.0
Hotel_California	The_Magus_(novel)	327	1.0	1.0
Hotel_California	Desperado_(Eagles_song)	327	1.0	1.0
Hotel_California	Coda_(music)	320	1.0	1.0
Hotel_California	Randy_Meisner	300	1.0	1.0
Careless_World:_Rise_of_the_Last_King	Hotel_California_(Tyga_album)	289	1.0	1.0
Hotel_California	The_Beverly_Hills_Hotel	288	1.0	1.0
List_of_best-selling_albums_in_the_United_States	Hotel_California_(Eagles_album)	287	1.0	1.0
Hotel_California_(Eagles_album)	Don_Henley	278	1.0	1.0
Arlington_Hotel_(Santa_Barbara,_California)	1925_Santa_Barbara_earthquake	273	1.0	1.0
Hotel_California	Take_It_Easy	268	1.0	1.0
Hotel_California_(Eagles_album)	Glenn_Frey	267	1.0	1.0
Hotel_California	Life_in_the_Fast_Lane	260	1.0	1.0
Hotel_California	Julia_Phillips	259	1.0	1.0
Don_Felder	Hotel_California_(Eagles_album)	252	1.0	1.0
Arlington_Hotel_(Santa_Barbara,_California)	Santa_Barbara,_California	252	1.0	1.0
Hotel_California_(Tyga_album)	Fan_of_a_Fan:_The_Album	251	1.0	1.0
Hotel_California_(Eagles_album)	Rolling_Stone's_500_Greatest_Albums_of_All_Time	250	1.0	1.0
Don_Felder	Hotel_California	244	1.0	1.0
New_Kid_in_Town	Hotel_California_(Eagles_album)	241	1.0	1.0
Hotel_California_(Eagles_album)	Bill_Szymczyk	225	1.0	1.0
Disneyland_Resort	Disneyland_Hotel_(California)	222	1.0	1.0
List_of_best-selling_albums	Hotel_California_(Eagles_album)	219	1.0	1.0
Joe_Walsh	Hotel_California	212	1.0	1.0
Eagles_discography	Hotel_California	208	1.0	1.0
Gabriella_Quevedo	Hotel_California	206	1.0	1.0
Hotel_California_(Eagles_album)	Bernie_Leadon	205	1.0	1.0
New_Kid_in_Town	Hotel_California	204	1.0	1.0
Tyga_discography	Hotel_California_(Tyga_album)	195	1.0	1.0
Hotel_California_(Eagles_album)	Loree_Rodkin	195	1.0	1.0
Life_in_the_Fast_Lane	Hotel_California_(Eagles_album)	192	1.0	1.0
Eagles_(band)	Hotel_California_2020_Tour	184	1.0	1.0
Hotel_California_(Eagles_album)	List_of_best-selling_albums	178	1.0	1.0
Hotel_California	Hotel_California_(disambiguation)	177	1.0	1.0
Hotel_California	New_Kid_in_Town	177	1.0	1.0
Streetcars_in_Santa_Barbara,_California	Arlington_Hotel_(Santa_Barbara,_California)	152	1.0	1.0
Hotel_California	Rolling_Stone's_500_Greatest_Songs_of_All_Time	145	1.0	1.0
William_Pereira	Disneyland_Hotel_(California)	140	1.0	1.0
Victim_of_Love	Hotel_California_(Eagles_album)	131	1.0	1.0
Hell_Freezes_Over	Hotel_California	131	1.0	1.0
Life_in_the_Fast_Lane	Hotel_California	129	1.0	1.0
Hotel_California	The_Magus_(film)	129	1.0	1.0
Don_Henley	Hotel_California_(Eagles_album)	129	1.0	1.0
Hotel_California_(Eagles_album)	Rumours_(album)	128	1.0	1.0
Fan_of_a_Fan:_The_Album	Hotel_California_(Tyga_album)	124	1.0	1.0
Hotel_California	Hedonism	122	1.0	1.0
Hotel_California	Anton_LaVey	116	1.0	1.0
Live_from_the_Forum_MMXVIII	Hotel_California_2020_Tour	115	1.0	1.0
The_Last_Resort_(Eagles_song)	Hotel_California_(Eagles_album)	112	1.0	1.0
Arlington_Hotel_(Santa_Barbara,_California)	Arlington_House,_The_Robert_E._Lee_Memorial	108	1.0	1.0
Hotel_California	Camarillo_State_Mental_Hospital	107	1.0	1.0
The_Beverly_Hills_Hotel	Hotel_California	107	1.0	1.0
Hotel_California_(Tyga_album)	Careless_World:_Rise_of_the_Last_King	105	1.0	1.0
Arlington_Hotel_(Santa_Barbara,_California)	Princess_Louise,_Duchess_of_Argyll	104	1.0	1.0
Hotel_California	Church_of_Satan	103	1.0	1.0
Hotel_California	Bill_Szymczyk	99	1.0	1.0
1976_in_music	Hotel_California_(Eagles_album)	98	1.0	1.0
Hotel_California_2020_Tour	Glenn_Frey	94	1.0	1.0
One_of_These_Nights	Hotel_California_(Eagles_album)	94	1.0	1.0
Anoop_Menon	Hotel_California_(2013_film)	86	1.0	1.0
The_Beverly_Hills_Hotel	Hotel_California_(Eagles_album)	82	1.0	1.0
Billboard_Year-End_Hot_100_singles_of_1977	Hotel_California	81	1.0	1.0
Hotel_California_(Eagles_album)	Guitarrón_mexicano	80	1.0	1.0
Tatyana_Ali	Hotel_California_(2008_film)	79	1.0	1.0
Hotel_California_2020_Tour	Steuart_Smith	76	1.0	1.0
Frank_Sivero	Hotel_California_(2008_film)	75	1.0	1.0
