Brodie_Lee	7868
-	6488
Lee_Smith_(American_football)	3793
Charlotte_of_Mecklenburg-Strelitz	3602
Anya_Taylor-Joy	3427
Cole_Beasley	3222
Wonder_Woman_1984	3013
Zooey_Deschanel	2280
We_Can_Be_Heroes_(2020_film)	2253
Special:Search	2217
Death_to_2020	2169
Kaitlan_Collins	2158
Eric_Rudolph	1844
New_England_Patriots	1564
Donald_Trump	1537
Chadwick_Boseman	1530
2017_NFL_Draft	1519
Margaret_Hamilton_(actress)	1387
Nadezhda_Alliluyeva	1338
Mr._Queen	1297
Power_Book_II:_Ghost	1269
Polly_Walker	1269
Jeff_Bezos	1230
Dwayne_Haskins	1213
Eugene_Levy	1196
Gal_Gadot	1105
The_Mandalorian_(season_2)	1105
Bianna_Golodryga	1089
Nancy_Pelosi	1082
Grogu	1070
Ratan_Tata	1069
Alone_(TV_series)	1020
Parasite_(2019_film)	1015
Judy_Garland	1012
Alice_in_Borderland	1012
Ryan_Gosling	1008
Alice_Braga	999
Ben_Roethlisberger	971
Manhunt_(2017_TV_series)	969
2020_United_States_presidential_election	954
Queen's_Gambit	945
Eli_Manning	919
Pirates_of_the_Caribbean_(film_series)	902
Catherine_of_Aragon	901
Elizabeth_II	886
Jimmy_Carter	880
Carey_Mulligan	878
Microsoft_Office	876
Ted_Bundy	859
Rowan_Atkinson	855
River_Phoenix	843
Death_of_Caylee_Anthony	826
Harry_Potter_(film_series)	819
Julie_Andrews	815
Special:RecentChanges	809
Carrie_Snodgress	808
Shirley_Henderson	779
Billy_Blanks	765
The_Stand_(2020_miniseries)	756
Renée_Zellweger	755
Hamilton_(musical)	747
Elf_(film)	739
Super_Bowl_LV	737
Steve_Trevor	722
Alessandro_Nivola	716
IOS	716
Hayley_Atwell	715
The_Hunger_Games_(film_series)	714
Android_(operating_system)	709
Trainspotting_(film)	708
The_Challenge_(TV_series)	700
Johnny_Manziel	697
List_of_LGBT-related_slurs	696
Derrick_Jones_Jr.	693
Tessa_Thompson	692
Zodiac_Killer	688
Debbie_Reynolds	687
Game_of_Thrones	685
Millie_Bobby_Brown	679
Jessica_Alba	672
Angie_Harmon	669
Lily_Tomlin	660
Alexandra_Botez	660
Kerry_Washington	658
Aberfan_disaster	653
XVideos	651
Emilio_Estevez	642
Derry_Girls	641
Bryce_Dallas_Howard	633
Chumlee	631
Taylor_Lautner	630
Mark_Thatcher	630
Japan	622
100_Thieves	620
Asteria_(mythology)	619
Amber_Heard	616
Coolie_No._1_(2020_film)	615
Vera-Ellen	609
Christian_Wood	606
Ming-Na_Wen	606
