enwiki	revision	create	2021-01-01 03:41:33.0		40838714	Sayvee Korede (Artist)	Sayvee Korede (Artist)							true	false	false	false	2020-12-23 02:08:07.0	2020-12-23 02:08:08.0	2020-12-23 03:00:13.0	27	182	66178757	Sayvee_Korede_(Artist)/sandbox	Sayvee_Korede_(Cartoonist)	2	false	0	true	\N	true	2020-12-23 03:00:13.0	2020-12-23 03:00:13.0	26	182	\N									\N	\N	\N	\N				997560915	997560543	true		false	5602	0	d3b8vyzukdb91kylo7lnppjyfw4ktrk			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 03:49:11.0		40838714	Sayvee Korede (Artist)	Sayvee Korede (Artist)							true	false	false	false	2020-12-23 02:08:07.0	2020-12-23 02:08:08.0	2020-12-23 03:00:13.0	30	98	66178757	Sayvee_Korede_(Cartoonist)	Sayvee_Korede_(Cartoonist)	2	false	0	true	\N	true	2020-12-23 03:00:13.0	2020-12-23 03:00:13.0	28	98	\N									\N	\N	\N	\N				997561809	997561616	true		false	5586	0	0zgqgjjbvpyar2yoir3q2si7fkwpceb			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 03:56:13.0		40838714	Sayvee Korede (Artist)	Sayvee Korede (Artist)							true	false	false	false	2020-12-23 02:08:07.0	2020-12-23 02:08:08.0	2020-12-23 03:00:13.0	32	422	66178757	Sayvee_Korede_(Cartoonist)	Sayvee_Korede_(Cartoonist)	2	false	0	true	\N	true	2020-12-23 03:00:13.0	2020-12-23 03:00:13.0	29	422	\N									\N	\N	\N	\N				997562632	997561809	true		false	5586	0	0zgqgjjbvpyar2yoir3q2si7fkwpceb			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 05:40:17.0		318807	Robert McClenon	Robert McClenon			reviewer,extendedmover,extendedconfirmed,patroller,autoreviewer	autoreviewer,extendedconfirmed,extendedmover,patroller,reviewer			false	false	false	false	2005-07-04 20:52:45.0		2005-07-04 20:52:45.0	158060	54	63885319	Robert_McClenon/Yangtze_Memory_Technologies	Robert_McClenon/Yangtze_Memory_Technologies	2	false	2	false	\N	true	2020-05-07 10:45:19.0	2020-05-07 10:45:19.0	4	55	\N									\N	\N	\N	\N				997575574	997575488	true		false	202	0	emuh9bqktvzy688q7bra6uhrsk47x3k			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 06:17:12.0		40133352	IWasMadeWalker	IWasMadeWalker							true	false	false	false	2020-09-11 05:45:04.0	2020-09-11 05:45:06.0	2020-09-11 05:50:10.0	63	279	66252845	JustNaija	JustNaija	118	false	0	true	\N	true	2020-12-31 22:05:49.0	2020-12-31 22:05:49.0	8	279	\N									\N	\N	\N	\N				997579379	997578845	false		false	2216	60	lsol8gaop559qj7qeo1jvfzj6haq0tz			true	\N	true	997579486	54	false	false	\N
enwiki	revision	create	2021-01-01 06:18:06.0		40133352	IWasMadeWalker	IWasMadeWalker							true	false	false	false	2020-09-11 05:45:04.0	2020-09-11 05:45:06.0	2020-09-11 05:50:10.0	64	54	66252845	JustNaija	JustNaija	118	false	0	true	\N	true	2020-12-31 22:05:49.0	2020-12-31 22:05:49.0	9	54	\N									\N	\N	\N	\N				997579486	997579379	false		false	2156	-60	imp9gkhcbs87b55eqebvgs6v0d8z225			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 06:53:27.0		40133352	IWasMadeWalker	IWasMadeWalker							true	false	false	false	2020-09-11 05:45:04.0	2020-09-11 05:45:06.0	2020-09-11 05:50:10.0	68	45	66252845	JustNaija	JustNaija	118	false	0	true	\N	true	2020-12-31 22:05:49.0	2020-12-31 22:05:49.0	13	45	\N									\N	\N	\N	\N				997583116	997583048	true		false	2358	0	pukybq1ya7zrlf78wq3852plqd81lgq			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 07:26:38.0		35354423	Curbon7	Curbon7			extendedconfirmed,reviewer	extendedconfirmed,reviewer			true	false	false	false	2018-12-11 00:12:27.0	2018-12-11 00:12:28.0	2018-12-11 02:01:46.0	8211	0	23398056	Verilog_HDL:_A_guide_to_Digital_Design_and_Synthesis	Verilog_HDL:_A_guide_to_Digital_Design_and_Synthesis	118	false	118	false	\N	true	2009-06-26 14:30:52.0	2009-06-26 14:30:52.0	14	44	\N									\N	\N	\N	\N				997586446	997586368	false		false	8506	55	8okxhcpyhw51e8ylxca3h0bh445n3t7			true	\N	true	997586483	22	false	false	\N
enwiki	revision	create	2021-01-01 07:27:00.0		35354423	Curbon7	Curbon7			extendedconfirmed,reviewer	extendedconfirmed,reviewer			true	false	false	false	2018-12-11 00:12:27.0	2018-12-11 00:12:28.0	2018-12-11 02:01:46.0	8212	22	23398056	Verilog_HDL:_A_guide_to_Digital_Design_and_Synthesis	Verilog_HDL:_A_guide_to_Digital_Design_and_Synthesis	118	false	118	false	\N	true	2009-06-26 14:30:52.0	2009-06-26 14:30:52.0	15	22	\N									\N	\N	\N	\N				997586483	997586446	false		false	8451	-55	n8gfohgp1olp4fgovdh00yfvgrq3b2u			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 08:34:22.0		\N	188.30.241.88	188.30.241.88							\N	\N	\N	true				\N	\N	66256135	Sro23/	Sro23/	3	false	3	false	\N	true	2021-01-01 08:32:52.0	2021-01-01 08:32:52.0	3	74	\N									\N	\N	\N	\N				997592994	997592875	false		false	1464	1430	p7ee0vtrhfvc9xtia73ddqpx50n1ids			true	\N	true	997593035	25	false	false	\N
enwiki	revision	create	2021-01-01 08:34:47.0		34581532	DannyS712	DannyS712			templateeditor,massmessage-sender,accountcreator,patroller,reviewer,extendedconfirmed,abusefilter-helper,extendedmover,rollbacker,filemover	abusefilter-helper,accountcreator,extendedconfirmed,extendedmover,filemover,massmessage-sender,patroller,reviewer,rollbacker,templateeditor			true	false	false	false	2018-09-05 16:14:57.0	2018-09-05 16:14:59.0	2018-09-05 16:19:24.0	153774	97	66256135	Sro23/	Sro23/	3	false	3	false	\N	true	2021-01-01 08:32:52.0	2021-01-01 08:32:52.0	4	25	\N									\N	\N	\N	\N				997593035	997592994	true		false	34	-1430	bvw02g69hjkbbujom9wb5tjxr58ak2r			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 08:35:28.0		\N	188.30.241.88	188.30.241.88							\N	\N	\N	true				\N	\N	66256135	Sro23/	Sro23/	3	false	3	false	\N	true	2021-01-01 08:32:52.0	2021-01-01 08:32:52.0	5	41	\N									\N	\N	\N	\N				997593100	997593035	false		false	1503	1469	9tvgsjr1xjbf9z7nj8jem7k41tsg8pa			true	\N	true	997593208	73	false	false	\N
enwiki	revision	create	2021-01-01 08:36:41.0		\N	188.30.241.88	188.30.241.88							\N	\N	\N	true				\N	\N	66256135	Sro23/	Sro23/	3	false	3	false	\N	true	2021-01-01 08:32:52.0	2021-01-01 08:32:52.0	6	73	\N									\N	\N	\N	\N				997593208	997593100	false		false	34	-1469	bvw02g69hjkbbujom9wb5tjxr58ak2r			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 08:58:48.0		40888815	Joe cheated	Joe cheated							true	false	false	false	2021-01-01 08:37:51.0	2021-01-01 08:37:53.0	2021-01-01 08:38:38.0	23	11	66256169	Joe_cheated	Joe_cheated	3	false	3	false	\N	true	2021-01-01 08:38:55.0	2021-01-01 08:38:55.0	7	36	\N									\N	\N	\N	\N				997595227	997595161	false		false	9681	9647	hnr7ouidel0yhln0r9lh601ai8nuf4d			true	\N	true	997595247	19	false	false	\N
enwiki	revision	create	2021-01-01 08:59:07.0		30011325	JackintheBox	JackintheBox			extendedconfirmed,reviewer,rollbacker,ipblock-exempt	extendedconfirmed,ipblock-exempt,reviewer,rollbacker			true	false	false	false	2017-01-02 16:47:59.0	2017-01-02 16:48:00.0	2017-01-02 16:50:48.0	36985	23	66256169	Joe_cheated	Joe_cheated	3	false	3	false	\N	true	2021-01-01 08:38:55.0	2021-01-01 08:38:55.0	8	19	\N									\N	\N	\N	\N				997595247	997595227	true		false	34	-9647	bvw02g69hjkbbujom9wb5tjxr58ak2r			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 09:02:27.0		40888815	Joe cheated	Joe cheated							true	false	false	false	2021-01-01 08:37:51.0	2021-01-01 08:37:53.0	2021-01-01 08:38:38.0	28	50	66256282	JackintheBox/stop_your_disruptive_editing_now	JackintheBox/stop_your_disruptive_editing_now	2	false	2	false	\N	true	2021-01-01 09:01:37.0	2021-01-01 09:01:37.0	3	32	\N									\N	\N	\N	\N				997595555	997595495	false		false	9682	-25	0hykcupfbocpwcjkg3siy5nj99x8i1z			true	\N	true	997595571	13	false	false	\N
enwiki	revision	create	2021-01-01 09:02:40.0		30011325	JackintheBox	JackintheBox			extendedconfirmed,reviewer,rollbacker,ipblock-exempt	extendedconfirmed,ipblock-exempt,reviewer,rollbacker			true	false	false	false	2017-01-02 16:47:59.0	2017-01-02 16:48:00.0	2017-01-02 16:50:48.0	37005	42	66256282	JackintheBox/stop_your_disruptive_editing_now	JackintheBox/stop_your_disruptive_editing_now	2	false	2	false	\N	true	2021-01-01 09:01:37.0	2021-01-01 09:01:37.0	4	13	\N									\N	\N	\N	\N				997595571	997595555	true		false	9707	25	3inbrevzyahokp1mqpccqvwdmq53r23			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 09:09:26.0		36148677	TheAafi	TheAafi			rollbacker,extendedmover,extendedconfirmed,autoreviewer,patroller,reviewer	autoreviewer,extendedconfirmed,extendedmover,patroller,reviewer,rollbacker			true	false	false	false	2019-03-21 13:12:26.0	2019-03-21 13:12:27.0	2019-03-21 13:32:32.0	21631	61	66256303	TheAafi/Temporary_hold	TheAafi/Temporary_hold	2	false	2	false	\N	true	2021-01-01 09:05:16.0	2021-01-01 09:05:16.0	2	250	\N									\N	\N	\N	\N				997596239	997595807	true		false	89	0	t46gx7lqus3ug6lrl78tlyde818ag17			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 09:11:11.0		40888815	Joe cheated	Joe cheated							true	false	false	false	2021-01-01 08:37:51.0	2021-01-01 08:37:53.0	2021-01-01 08:38:38.0	45	78	66256169	Joe_cheated	Joe_cheated	3	false	3	false	\N	true	2021-01-01 08:38:55.0	2021-01-01 08:38:55.0	27	69	\N									\N	\N	\N	\N				997596412	997596300	false	text,comment	false	\N	\N				true	\N	true	997596468	30	false	false	\N
enwiki	revision	create	2021-01-01 09:11:34.0		40888815	Joe cheated	Joe cheated							true	false	false	false	2021-01-01 08:37:51.0	2021-01-01 08:37:53.0	2021-01-01 08:38:38.0	46	23	66256169	Joe_cheated	Joe_cheated	3	false	3	false	\N	true	2021-01-01 08:38:55.0	2021-01-01 08:38:55.0	28	23	\N									\N	\N	\N	\N				997596455	997596412	false	text,comment	false	\N	\N				true	\N	true	997596468	7	true	false	\N
enwiki	revision	create	2021-01-01 09:11:41.0		30011325	JackintheBox	JackintheBox			extendedconfirmed,reviewer,rollbacker,ipblock-exempt	extendedconfirmed,ipblock-exempt,reviewer,rollbacker			true	false	false	false	2017-01-02 16:47:59.0	2017-01-02 16:48:00.0	2017-01-02 16:50:48.0	37064	61	66256169	Joe_cheated	Joe_cheated	3	false	3	false	\N	true	2021-01-01 08:38:55.0	2021-01-01 08:38:55.0	29	7	\N									\N	\N	\N	\N				997596468	997596455	true		false	34302	\N	ihvt6oiig55qpuei8q1xaxdg0y2z989			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 09:35:41.0		38062138	Ashleyyoursmile	Ashleyyoursmile			extendedconfirmed,rollbacker,reviewer	extendedconfirmed,reviewer,rollbacker			true	false	false	false	2019-12-13 14:31:49.0	2019-12-13 14:31:50.0	2019-12-13 14:56:57.0	9415	936	66256425	O.F._Stephen	O.F._Stephen	2	false	2	false	\N	true	2021-01-01 09:24:56.0	2021-01-01 09:24:56.0	2	645	\N									\N	\N	\N	\N				997598712	997597752	false		false	1945	21	cn1spwokisu4omnyc1chsxy57irp58k			true	\N	true	997601827	1835	false	false	\N
enwiki	revision	create	2021-01-01 10:06:16.0		40888804	O.F. Stephen	O.F. Stephen							true	false	false	false	2021-01-01 08:34:00.0	2021-01-01 08:34:02.0	2021-01-01 09:24:56.0	5	489	66256425	O.F._Stephen	O.F._Stephen	2	false	2	false	\N	true	2021-01-01 09:24:56.0	2021-01-01 09:24:56.0	3	1835	\N									\N	\N	\N	\N				997601827	997598712	false		false	1924	-21	19h27onegpzwh01hpcp25kclswgh3ks			true	\N	true	997602033	113	true	false	\N
enwiki	revision	create	2021-01-01 10:08:09.0		38062138	Ashleyyoursmile	Ashleyyoursmile			extendedconfirmed,rollbacker,reviewer	extendedconfirmed,reviewer,rollbacker			true	false	false	false	2019-12-13 14:31:49.0	2019-12-13 14:31:50.0	2019-12-13 14:56:57.0	9433	71	66256425	O.F._Stephen	O.F._Stephen	2	false	2	false	\N	true	2021-01-01 09:24:56.0	2021-01-01 09:24:56.0	4	113	\N									\N	\N	\N	\N				997602033	997601827	false		false	1945	21	cn1spwokisu4omnyc1chsxy57irp58k			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 11:15:15.0		\N									\N	\N	\N	\N				\N	\N	66256953	Who_is_Aditya_Nidhin(_Talking_about_myself)	Who_is_Aditya_Nidhin(_Talking_about_myself)	118	false	118	false	\N	true	2021-01-01 11:10:49.0	2021-01-01 11:10:49.0	2	266	\N									\N	\N	\N	\N				997610104	997608981	false	text,comment,user	true	\N	\N				true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 11:15:35.0		\N									\N	\N	\N	\N				\N	\N	66256953	Who_is_Aditya_Nidhin(_Talking_about_myself)	Who_is_Aditya_Nidhin(_Talking_about_myself)	118	false	118	false	\N	true	2021-01-01 11:10:49.0	2021-01-01 11:10:49.0	3	20	\N									\N	\N	\N	\N				997610174	997610104	false	text,comment,user	true	\N	\N				true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 12:17:20.0		160367	Mindmatrix	Mindmatrix			sysop,abusefilter	abusefilter,sysop			false	false	false	false	2004-12-31 22:22:56.0		2004-12-31 22:22:56.0	172681	0	14259110	Mindmatrix/Canada_electoral_district	Mindmatrix/2020/Canada_electoral_district	3	false	3	false	\N	true	2007-11-15 15:30:41.0	2007-11-15 15:30:41.0	2	414362799	\N									\N	\N	\N	\N				997618255	171675494	true		false	61	0	nmldmn1rju2a4ytrk8kag1l70iaclxd			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 12:17:25.0		160367	Mindmatrix	Mindmatrix			sysop,abusefilter	abusefilter,sysop			false	false	false	false	2004-12-31 22:22:56.0		2004-12-31 22:22:56.0	172713	0	14365247	Mindmatrix/2020/theta	Mindmatrix/theta	3	false	3	false	\N	true	2007-11-22 20:28:10.0	2007-11-22 20:28:10.0	4	409659416	\N									\N	\N	\N	\N				997618292	183090212	true		false	3896	0	pq3y9epcgq3hjxp9sz0d1bwq16094ol			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 12:29:05.0		160367	Mindmatrix	Mindmatrix			sysop,abusefilter	abusefilter,sysop			false	false	false	false	2004-12-31 22:22:56.0		2004-12-31 22:22:56.0	172748	5	14365247	Mindmatrix/theta	Mindmatrix/theta	3	false	3	false	\N	true	2007-11-22 20:28:10.0	2007-11-22 20:28:10.0	5	700	\N									\N	\N	\N	\N				997619516	997618292	true		false	3896	0	pq3y9epcgq3hjxp9sz0d1bwq16094ol			true	\N	false	\N	\N	true	false	\N
enwiki	revision	create	2021-01-01 12:43:50.0		39368978	Ahmetlii	Ahmetlii			extendedconfirmed	extendedconfirmed			true	false	false	false	2020-05-26 10:31:44.0	2020-05-26 10:31:45.0	2020-05-26 10:40:06.0	2631	140	66257491	نیما_شیرین_پور	نیما_شیرین_پور	2	false	2	false	\N	true	2021-01-01 12:41:50.0	2021-01-01 12:41:50.0	2	120	\N									\N	\N	\N	\N				997621280	997621044	false		false	2433	27	jzm9ewvu4ig08ksw3f2cn73766uqimn			true	\N	true	997621996	355	false	false	\N
enwiki	revision	create	2021-01-01 12:49:45.0		40837962	نیما شیرین پور	نیما شیرین پور							false	true	false	false	2020-12-22 22:14:04.0	2020-12-22 22:14:04.0	2021-01-01 12:40:43.0	6	138	66257491	نیما_شیرین_پور	نیما_شیرین_پور	2	false	2	false	\N	true	2021-01-01 12:41:50.0	2021-01-01 12:41:50.0	3	355	\N									\N	\N	\N	\N				997621996	997621280	false		false	2406	-27	5uljrk8102v96zb4d7h706nhebwyscf			true	\N	true	997622227	107	true	false	\N
enwiki	revision	create	2021-01-01 12:51:32.0		26398660	CLCStudent	CLCStudent			extendedconfirmed,reviewer	extendedconfirmed,reviewer			true	false	false	false	2015-09-30 19:37:10.0	2015-09-30 19:37:14.0	2015-09-30 20:05:22.0	302246	34	66257491	نیما_شیرین_پور	نیما_شیرین_پور	2	false	2	false	\N	true	2021-01-01 12:41:50.0	2021-01-01 12:41:50.0	4	107	\N									\N	\N	\N	\N				997622227	997621996	true		false	2433	27	jzm9ewvu4ig08ksw3f2cn73766uqimn			true	\N	true	997622598	204	true	false	\N
enwiki	revision	create	2021-01-01 12:54:56.0		40837962	نیما شیرین پور	نیما شیرین پور							false	true	false	false	2020-12-22 22:14:04.0	2020-12-22 22:14:04.0	2021-01-01 12:40:43.0	7	311	66257491	نیما_شیرین_پور	نیما_شیرین_پور	2	false	2	false	\N	true	2021-01-01 12:41:50.0	2021-01-01 12:41:50.0	5	204	\N									\N	\N	\N	\N				997622598	997622227	false		false	2406	-27	5uljrk8102v96zb4d7h706nhebwyscf			true	\N	true	997622651	24	true	false	\N
enwiki	revision	create	2021-01-01 12:55:20.0		26398660	CLCStudent	CLCStudent			extendedconfirmed,reviewer	extendedconfirmed,reviewer			true	false	false	false	2015-09-30 19:37:10.0	2015-09-30 19:37:14.0	2015-09-30 20:05:22.0	302251	8	66257491	نیما_شیرین_پور	نیما_شیرین_پور	2	false	2	false	\N	true	2021-01-01 12:41:50.0	2021-01-01 12:41:50.0	6	24	\N									\N	\N	\N	\N				997622651	997622598	true		false	2433	27	jzm9ewvu4ig08ksw3f2cn73766uqimn			true	\N	false	\N	\N	true	false	\N
