66256135	\N	0	3	0.0	\N	14	\N
66256953	\N	0	2	0.0	\N	5	\N
14259110	160367	1	1	1.0	172681	2	86340.5
14365247	160367	2	2	1.0	345461	9	38384.5556
63885319	318807	1	1	1.0	158060	4	39515.0
66254694	2895456	1	1	1.0	39476	11	3588.7273
66257491	26398660	2	2	1.0	604497	10	60449.7
66256169	30011325	2	2	1.0	74049	37	2001.3243
66256282	30011325	1	1	1.0	37005	4	9251.25
66256135	34581532	1	1	1.0	153774	4	38443.5
23398056	35354423	2	2	1.0	16423	29	566.3103
64283857	35354423	1	1	1.0	8243	12	686.9167
66256303	36148677	1	1	1.0	21631	2	10815.5
66256425	38062138	2	2	1.0	18848	6	3141.3333
66257491	39368978	1	1	1.0	2631	2	1315.5
66252845	40133352	3	3	1.0	195	30	6.5
66257491	40837962	2	2	1.0	13	8	1.625
66178757	40838714	3	3	1.0	89	83	1.0723
66256425	40888804	1	1	1.0	5	3	1.6667
66256169	40888815	3	3	1.0	114	62	1.8387
66256282	40888815	1	1	1.0	28	3	9.3333
